KIAA1377,ATP6V1F
BARD1,KIAA1377
BGLAP,KIAA1377
BMI1,KIAA1377
KIAA1377,BRD1
KIAA1377,BRD7
C1orf103,KIAA1377
KIAA1377,C1orf42
KIAA1377,C7orf20
KIAA1377,C7orf36
KIAA1377,CCDC99
CDKN2B,KIAA1377
CSTF2,KIAA1377
KIAA1377,DISC1
DLEU1,KIAA1377
DNM1,KIAA1377
DUSP12,KIAA1377
KIAA1377,EIF2S2
KIAA1377,EPN1
FEZ1,KIAA1377
KIAA1377,FGFR3
FXR1,KIAA1377
GADD45G,KIAA1377
KIAA1377,GIT1
GOLGB1,KIAA1377
GSTO1,KIAA1377
HBXIP,KIAA1377
HD,KIAA1377
HMOX2,KIAA1377
HTATIP,KIAA1377
IMMT,KIAA1377
KIAA1377,ITGB3BP
ITGB4BP,KIAA1377
KIAA1377,KIF15
KIAA1377,KLHL20
LPL,KIAA1377
KIAA1377,LRRC1
KIAA1377,LUC7L2
MAD2L1BP,KIAA1377
MAPK9,KIAA1377
MYST2,KIAA1377
KIAA1377,NAT9
KIAA1377,NPM3
NSF,KIAA1377
NUDT21,KIAA1377
KIAA1377,ODF2L
KIAA1377,OFD1
KIAA1377,PBK
PDCD5,KIAA1377
PFDN1,KIAA1377
POLD1,KIAA1377
PTPRS,KIAA1377
RAB27A,KIAA1377
RAN,KIAA1377
KIAA1377,RBM23
KIAA1377,RIF1
RPA2,KIAA1377
RUVBL1,KIAA1377
SAT1,KIAA1377
SNRPG,KIAA1377
KIAA1377,STAU2
SUPT5H,KIAA1377
TFG,KIAA1377
KIAA1377,TOMM20
TXNDC9,KIAA1377
VIM,KIAA1377
YWHAZ,KIAA1377
ZNF24,KIAA1377
ATXN1,KLHL8
COIL,KLHL8
USP7,KLHL8
CASP3,PTMA
CASP7,PTMA
CCNA2,PTMA
PTMA,CCNB1
PTMA,CDC2
CDK2,PTMA
CDK4,PTMA
PTMA,CREBBP
PTMA,ELAVL1
EP300,PTMA
PTMA,HDAC1
PTMA,HDAC2
PTMA,HIST1H1A
HNRPA1,PTMA
PTMA,HSPA1A
KPNA2,PTMA
KPNB1,PTMA
PCNA,PTMA
PTMA,RCC1
TRIP12,KIAA1394
CD4,MARCH4
APBA1,KIF17
FHL5,KIF17
GFI1B,KIF17
XPO1,KIF17
ARF1,ARHGAP21
PTK2B,ARHGAP21
RHOA,ARHGAP21
NRXN1,SYT13
MKL2,MKL1
SRF,MKL1
HOXC8,KIAA1443
GFI1B,PDZD4
ABLIM1,KIAA1446
KIAA1446,BAHD1
KIAA1446,DEF6
DLG1,KIAA1446
DLG4,KIAA1446
KIAA1446,DLGAP1
DTNB,KIAA1446
FAM107A,KIAA1446
GFI1B,KIAA1446
HGS,KIAA1446
KIAA0408,KIAA1446
RBL1,KIAA1446
KIAA1446,RIBC2
KIAA1446,TRIM27
USP2,KIAA1446
KIAA1446,ZFP64
CLSTN1,BAHCC1
ARHGAP1,BAI2
CPNE1,PITPNM2
PTK2B,PITPNM2
IGSF1,RANBP10
MET,RANBP10
RAN,RANBP10
STX1A,VPS18
STX6,VPS18
STX7,VPS18
STX8,VPS18
VPS11,VPS18
VPS45A,VPS18
DYNLL1,SHROOM3
CREBBP,ZBTB2
RGS2,LRFN1
BMPR1B,KLHL1
TGFBR1,KLHL1
NR3C1,PTMS
AKT2,SH3RF1
MAP3K10,SH3RF1
MAP3K11,SH3RF1
MAP3K12,SH3RF1
MAP3K9,SH3RF1
RACGAP1,SH3RF1
SEMA6A,SH3RF1
C20orf20,EP400
RUVBL2,EP400
TBC1D4,EP400
TRRAP,EP400
ACTB,PTN
PTN,ALK
PTN,ATP5C1
PTN,BARD1
PTN,BGLAP
PTN,BLOC1S1
PTN,BMI1
PTN,CACNB4
PTN,CAPZB
CDH10,PTN
PTN,CGA
CHD3,PTN
PTN,COX6C
PTN,CSPG3
PTN,CSTA
PTN,DFNA5
PTN,FTL
PTN,GPD1
PTN,GSTP1
PTN,GTF2F1
KPNB1,PTN
PTN,LAMA4
PTN,MLLT3
PTN,P4HB
PTN,PPP2CA
PTN,PSMB10
PTN,PSMD11
PTN,PSMD2
TEX11,COL20A1
PLXNA2,DHX37
HDAC1,PHF12
MORF4L1,PHF12
SAP30,PHF12
SIN3A,PHF12
APTX,CALCOCO1
CALCOCO1,CRYBA2
FOSL1,CALCOCO1
KNTC2,CALCOCO1
KRT15,CALCOCO1
MAPK1,CALCOCO1
PSCD3,CALCOCO1
SH3GL3,CALCOCO1
TUBB4,KIAA1543
EEF1G,PLEKHA4
HTATIP,PLEKHA4
RIF1,PLEKHA4
SETDB1,PLEKHA4
CADPS,KIAA1549
DST,KIAA1549
ITSN2,KIAA1549
LGALS4,KIAA1549
KIAA1549,MBD5
MYO5B,KIAA1549
SOD2,KIAA1549
ZBTB16,KIAA1549
YWHAB,ALS2
CTNNB1,CHD8
TOP3B,CHD8
KIAA0240,CACHD1
PEBP1,CACHD1
RAI17,CACHD1
RANBP10,CACHD1
XAB2,CACHD1
USP7,MAGEE1
YWHAG,USP37
AKT1,PTPN1
BCR,PTPN1
PTPN1,CAPN2
CAV1,PTPN1
CDC2,PTPN1
CDH2,PTPN1
CLK1,PTPN1
CLK2,PTPN1
CSNK2A1,PTPN1
CSNK2A2,PTPN1
CTNNB1,PTPN1
EGFR,PTPN1
ESR1,PTPN1
PTPN1,GLRX
GRB2,PTPN1
GSK3B,PTPN1
IGF1R,PTPN1
INSR,PTPN1
PTPN1,IRS1
JAK2,PTPN1
PTPN1,LTK
MAPK1,PTPN1
NFKBIA,PTPN1
NTRK1,PTPN1
NTRK2,PTPN1
PTPN1,NTRK3
PDGFRB,PTPN1
PIN1,PTPN1
EXOSC8,KIAA1604
TRIP13,KIAA1609
HDAC1,MIER1
SP1,MIER1
CDC2,PTPN2
CDK2,PTPN2
CDK5,PTPN2
EGFR,PTPN2
FKBP4,PTPN2
GHR,PTPN2
INSR,PTPN2
ITGA1,PTPN2
JAK1,PTPN2
JAK3,PTPN2
KPNB1,PTPN2
PDGFRB,PTPN2
TRIP13,SEMA4G
DRP2,PRX
COQ9,TMEM16H
HTATIP2,NCOA5
NCOA5,NR1D2
ANK3,SPTBN4
CELSR3,SPTBN4
DISC1,SPTBN4
PTPRN,SPTBN4
PTPRN2,SPTBN4
ADAM10,PTPN3
CD247,PTPN3
EEF1A1,PTPN4
EEF1G,PTPN4
PTPN4,GRID2
GRIN2A,PTPN4
PTPN4,LPL
PTPN4,PRSS1
AKT1,TRIB3
AKT2,TRIB3
ATF4,TRIB3
ATF5,TRIB3
BCL6,TRIB3
COPS6,TRIB3
DDIT3,TRIB3
EEF1G,TRIB3
GDF9,TRIB3
GIT1,TRIB3
HTATIP,TRIB3
MAP2K1,TRIB3
MAP2K7,TRIB3
RELA,TRIB3
SETDB1,TRIB3
LRP2,ANKRA2
ABL1,PTPN6
ACTN1,PTPN6
PTPN6,ACTN4
PTPN6,BCR
CAV1,PTPN6
CBL,PTPN6
PTPN6,CD22
CD247,PTPN6
PTPN6,CD33
PTPN6,CD5
PTPN6,CD72
PTPN6,CD79A
PTPN6,CD79B
PTPN6,CEACAM1
PTPN6,CSF2RB
CTNNB1,PTPN6
CTNND1,PTPN6
PTPN6,DOK1
EGFR,PTPN6
PTPN6,EPOR
ESR1,PTPN6
FAS,PTPN6
PTPN6,FCGR2B
PTPN6,FLT3
PTPN6,GHR
GRB2,PTPN6
PTPN6,HOXA10
PTPN6,IFNAR1
PTPN6,IL2RB
PTPN6,IL4R
PTPN6,IL6ST
INSR,PTPN6
JAK1,PTPN6
JAK2,PTPN6
JAK3,PTPN6
PTPN6,KDR
KIT,PTPN6
PTPN6,KLRB1
PTPN6,KLRC1
PTPN6,LAIR1
LCK,PTPN6
PTPN6,LCP2
PTPN6,LIFR
PTPN6,LYN
PTPN6,MAP3K4
PTPN6,MS4A2
PTPN6,MYH9
PTPN6,NOS1
PTPN6,NTRK1
PTPN6,PECAM1
PIK3R1,PTPN6
PRKCA,PTPN6
PRKCD,PTPN6
PTK2B,PTPN6
MAPK1,PTPN7
MAPK14,PTPN7
MAPK3,PTPN7
PRKACA,PTPN7
RB1,RBAK
CDC42,MARK4
MARK4,MAP2
MAP4,MARK4
MAPT,MARK4
MARK4,PARD6A
MARK4,PNMA1
PRKCG,MARK4
PRKCI,MARK4
STK11,MARK4
TUBA1,MARK4
TUBA3,MARK4
TUBB2C,MARK4
TUBG1,MARK4
YWHAB,MARK4
YWHAH,MARK4
YWHAZ,MARK4
PSD,RAB40C
PTPN9,NSF
PCNA,POLD4
POLD1,POLD4
POLD2,POLD4
POLD3,POLD4
SEC23IP,POLD4
IKBKB,KIAA1967
MAP3K3,KIAA1967
MAP3K7IP2,KIAA1967
NFKB1,KIAA1967
NFKB2,KIAA1967
NFKBIB,KIAA1967
RELA,KIAA1967
RELB,KIAA1967
TRADD,KIAA1967
PTPN11,ACTN4
PTPN11,ARHGAP1
AXL,PTPN11
PTPN11,BCR
PTPN11,BDKRB2
PTPN11,CAT
CAV1,PTPN11
CBL,PTPN11
PTPN11,CD33
PTPN11,CDH5
PTPN11,CEACAM1
CHUK,PTPN11
PTPN11,CRKL
PTPN11,CSF2RB
PTPN11,CSF3R
PTPN11,CTLA4
PTPN11,DAB1
EGFR,PTPN11
PTPN11,EPHA2
PTPN11,EPOR
PTPN11,FGFR3
PTPN11,FLT1
PTPN11,FLT4
FYN,PTPN11
PTPN11,GAB1
PTPN11,GHR
GRB2,PTPN11
GRIN2B,PTPN11
HNRPU,PTPN11
PTPN11,IFNAR1
PTPN11,IFNGR1
IGF1R,PTPN11
PTPN11,IL4R
PTPN11,IL6ST
PTPN11,INPP5D
INSR,PTPN11
PTPN11,IRS1
JAK1,PTPN11
PTPN11,JAK2
PTPN11,KDR
KIT,PTPN11
PTPN11,KLRC1
PTPN11,LAIR1
LCK,PTPN11
PTPN11,LEPR
PTPN11,LIFR
PTPN11,MAP3K4
MAPK3,PTPN11
MET,PTPN11
PTPN11,MPL
PTPN11,MS4A2
NEDD9,PTPN11
PTPN11,NTRK1
PTPN11,NTRK2
PTPN11,PDGFRA
PTPN11,PDGFRB
PTPN11,PECAM1
PTPN11,PIK3CG
PIK3R1,PTPN11
PTPN11,PLCG1
PTPN11,PRKCA
PTPN11,PRKCB1
PTPN11,PRKCH
PTPN11,PRLR
PTPN11,PTK2
PTK2B,PTPN11
PTPN11,PTPN6
SLC40A1,HAMP
ASCC3L1,LSM2
C14orf1,LSM2
CRMP1,LSM2
DDX20,LSM2
DDX23,LSM2
DNAJA1,LSM2
EFTUD2,LSM2
EXOSC10,LSM2
LSM1,LSM2
LSM3,LSM2
LSM4,LSM2
LSM5,LSM2
LSM6,LSM2
LSM7,LSM2
LSM8,LSM2
NHP2L1,LSM2
PRPF4,LSM2
PRPF6,LSM2
PRPF8,LSM2
LSM2,RSRC1
SMN1,LSM2
SNRPD2,LSM2
SNRPE,LSM2
TXNL4A,LSM2
WDR57,LSM2
ZBTB16,LSM2
ABL1,PTPN12
PTPN12,CSK
PTPN12,FLT3
GRB2,PTPN12
INSR,PTPN12
JAK2,PTPN12
NEDD9,PTPN12
PTPN12,PRKACA
PTPN12,PRKCA
PTK2,PTPN12
PTK2B,PTPN12
PPP1CA,C1orf114
SH2D1A,SLAMF7
ENO2,C6orf47
FGFR3,C6orf47
FURIN,ZP4
APC,PTPN13
CRIP2,PTPN13
CTNNB1,PTPN13
EFNB1,PTPN13
EFNB2,PTPN13
FAS,PTPN13
FASLG,PTPN13
NFKBIA,PTPN13
NGFR,PTPN13
PKN2,PTPN13
PRKACA,PTPN13
CDH1,PTPN14
PTPN14,CTNNA2
CTNNB1,PTPN14
JUP,PTPN14
CALM1,PTPRA
FYN,PTPRA
GRB2,PTPRA
KCNA2,PTPRA
PRKCD,PTPRA
CDKN2A,ZNF410
CDH5,PTPRB
CNTN1,PTPRB
CTNNB1,PTPRB
PTPRB,MDK
NRCAM,PTPRB
PTN,PTPRB
PTPRB,TNC
PTPRC,CD1D
CD2,PTPRC
PTPRC,CD22
CD247,PTPRC
CD28,PTPRC
PTPRC,CD4
PTPRC,CD79A
PTPRC,CD8A
CSNK2A1,PTPRC
CSNK2A2,PTPRC
PTPRC,DPP4
PTPRC,FCGR3A
FYN,PTPRC
GRB2,PTPRC
IFNAR1,PTPRC
INSR,PTPRC
PTPRC,IRS1
ITGAL,PTPRC
JAK1,PTPRC
JAK2,PTPRC
JAK3,PTPRC
LCK,PTPRC
LCP2,PTPRC
PTPRC,LGALS1
PTPRC,LYN
PTPRC,MBL2
PTPRC,PAEP
PTPRC,PRKCSH
PTPN6,PTPRC
PTPRA,PTPRD
EEF1A1,PTPRCAP
PTPRC,PTPRCAP
FYN,PTPRE
GRB2,PTPRE
KCNA5,PTPRE
KCNB1,PTPRE
MAPK1,PTPRE
MAPK3,PTPRE
PTPRD,PTPRE
CAV1,PTPRF
CDH1,PTPRF
CTNNB1,PTPRF
FYN,PTPRF
INSR,PTPRF
PTPRF,IRS1
PTPRF,JUP
LCK,PTPRF
PTPRF,NID1
PTPRF,PTPRA
PTPRF,PTPRD
DLG4,PTPRG
DOK1,PTPRH
LCK,PTPRH
MAPK1,PTPRH
PTK2,PTPRH
CTNNB1,PTPRJ
CTNND1,PTPRJ
EGFR,PTPRJ
IL2RG,PTPRJ
JUP,PTPRJ
MET,PTPRJ
NOL1,PTPRJ
PDGFRB,PTPRJ
PLCG1,PTPRJ
CTNNB1,PTPRK
PTPRK,JUP
PSMD11,PTPRK
CDH1,PTPRM
CTNNB1,PTPRM
CTNND1,PTPRM
PTPRM,PCSK5
PTPRM,PTPRA
PTPRM,PTPRK
PTPRN,NOS1
PPIA,PTPRN
ABL1,ACTA1
ACTG1,PTPRO
KIT,PTPRO
PIM1,PTPRO
MAPK1,PTPRR
MAPK3,PTPRR
MAPK7,PTPRR
PRKACA,PTPRR
CHD3,PTPRS
EEF1G,PTPRS
EGFR,PTPRS
PTPRS,PFN2
PTN,PTPRS
PTPRS,PTPRA
PTPRS,PTPRD
PTPRS,PTPRE
PTPRM,PTPRS
PTPRS,PTPRN
ADD2,PTPRZ1
CTNNB1,PTPRZ1
PTPRZ1,MDK
PTN,PTPRZ1
PTS,PRKG2
C1QA,PTX3
C1QB,PTX3
PTX3,C1QC
FGF2,PTX3
BAK1,BAX
BAX,SLC25A4
RAD1,FEN1
HUS1,RAD1
RAD1,PARK2
POLB,RAD1
CCNT1,PURA
CDK5,PURA
E2F1,PURA
YBX1,PURA
PURA,PURB
CALCOCO2,PTBP2
PCBP3,PTBP2
QKI,PTBP2
RBM10,PTBP2
ATP1B2,NGB
FLOT1,NGB
GNAI1,NGB
GNAI2,NGB
GNAI3,NGB
GNAO1,NGB
MLLT4,PVRL1
PRNP,PVRL1
PVR,PVRL1
MDFI,PVRL2
MLLT4,PVRL2
GTF2F1,CTDSP1
LDB1,CTDSP1
MBP,CTDSP1
POLR2A,CTDSP1
REST,CTDSP1
ATP5C1,BBS1
PEX19,ABCD1
PEX19,ABCD2
EGFR,PEX19
PEX19,PEX10
PEX19,PEX12
PEX19,PEX13
PEX19,PEX14
PEX19,PMP22
ABCD1,ABCD3
ABCD2,ABCD3
COL6A2,ABCD3
PEX19,ABCD3
ABCD4,XRCC6
PXMP3,PEX10
ABL1,PXN
AR,PXN
CASP3,PXN
PXN,CEACAM1
CLTC,PXN
PXN,CRK
PXN,CRKL
PXN,CSK
CTTN,PXN
EGFR,PXN
PXN,EPHB1
FYN,PXN
GSN,PXN
PXN,ILK
PXN,ITGA4
PXN,ITGA6
PXN,ITGA9
PXN,ITGB1
LCK,PXN
LIMK1,PXN
MAPK1,PXN
MAPK3,PXN
MAPK8,PXN
PXN,MATK
NCK1,PXN
NEDD9,PXN
PXN,NF2
PAK1,PXN
PXN,PAK3
PDPK1,PXN
PXN,PKD1
PXN,PPP2CA
PXN,PPP2R5C
PXN,PTEN
PTK2,PXN
PTK2B,PXN
PTPN11,PXN
PTPN12,PXN
PXN,PTPRH
PEX5,AGXT
PEX5,ATM
PEX5,HSPA1A
PEX5,PDZK1
PEX5,PEX10
PEX5,PEX12
PEX5,PEX13
PEX5,PEX14
PEX5,PEX7
PEX5,PXMP3
PEX5,SCARB1
ACTN1,PYGB
SMAD3,PYGL
MAP3K3,PYGM
ACVR1,PLEKHB1
BMPR1B,PLEKHB1
GNAS,PLEKHB1
GNGT1,PLEKHB1
SMAD1,PLEKHB1
TGFBR1,PLEKHB1
C2orf18,MS4A7
MS4A7,HMGCL
NFKBIB,SRPRB
SLC2A4,SRPRB
GRB2,RHOU
NCK1,RHOU
NOXA1,RHOU
PAK1,RHOU
PLCG1,RHOU
BCL10,CARD12
CARD12,BIRC1
CARD4,CARD12
CASP1,CARD12
CARD12,NALP1
CARD12,PYCARD
CREB3,ZF
HCFC1,ZF
76P,C20orf77
F2RL2,JAM2
TJP1,JAM2
NME1,PRUNE
CCDC85B,ZNF250
DVL2,ZNF250
GOLGA2,ZNF250
ZNF250,HOOK1
ZNF250,HOOK2
KIAA1446,ZNF250
LDOC1,ZNF250
ZNF250,RP4-691N24.1
TRIM23,ZNF250
ZNF165,ZNF250
STATH,PROL1
UBQLN4,SR-A1
LST1,C19orf29
RDBP,C19orf29
DLG4,DLGAP3
SORBS2,DLGAP3
EPN1,EPS15L1
HRB,EPS15L1
HRBL,EPS15L1
SLC2A4,EPS15L1
SUFU,MID1IP1
GALNAC4S-6ST,RRAGD
NOL8,RRAGD
RRAGA,RRAGD
RRAGD,RRAGB
ACTN1,MYOZ1
ACTN2,MYOZ1
ACTN4,MYOZ1
FLNC,MYOZ1
LDB3,MYOZ1
MAGEA11,MYOZ1
PNKP,MYOZ1
TCAP,MYOZ1
ACVR2B,SNX6
ACVRL1,SNX6
BMPR1B,SNX6
COIL,SNX6
EGFR,SNX6
INSR,SNX6
LEPR,SNX6
PDGFRA,SNX6
PIM1,SNX6
SLC2A4,SNX6
SMAD1,SNX6
SNX1,SNX6
SNX2,SNX6
SNX4,SNX6
TGFBR1,SNX6
TGFBR2,SNX6
CPB2,PZP
KLK3,PZP
MMP2,PZP
MMP9,PZP
QARS,ASL
HSP90AA1,QARS
MAP3K5,QARS
MARS,QARS
SMAD9,QARS
CAPNS1,RAB1A
CDKN1A,RAB1A
RAB1A,CHML
CREB1,RAB1A
GOLGA2,RAB1A
HIVEP1,RAB1A
PSMD7,RAB1A
RAB2,GDI2
GOLGA2,RAB2
CRMP1,RGL2
EEF1G,RGL2
RAB3A,CHM
RAB3A,CHML
ACVR1,RAB3B
CALM1,RAB3B
CALM2,RAB3B
CALM3,RAB3B
RAB3B,PIGR
SMAD1,RAB3B
SMAD4,RAB3B
RAB3A,RAB3IL1
ACTB,RAB4A
CDC2,RAB4A
RAB4A,GDI2
MAPK3,RAB4A
RAB4A,PIN1
RAB4A,PRKCI
RAB5A,AGTR1
RAB5A,CHML
RAB5A,GDI2
CDC2,RAB5B
RAB6A,BICD1
RAB6A,CHM
RAB6A,CHML
DCTN1,RAB6A
RAB6A,GDI1
RAB6A,GOLGA1
RAB6A,GOLGA4
RAB6A,PMM1
MAP3K1,MAP4K2
MAP3K11,MAP4K2
RAB8A,MAP4K2
PDE6D,RAB13
SMAD4,RAB13
EEF1A1,RAB27A
GDF9,RAB27A
GDI1,RAB27A
GZMB,RAB27A
MYO5A,RAB27A
BMPR2,RABGGTA
RAB1A,RABGGTA
RAB3A,RABGGTA
ARAF,RABGGTB
CHML,RABGGTB
RAB1A,RABGGTB
RAB27A,RABGGTB
RAB3A,RABGGTB
RAB5A,RABGGTB
RAB6A,RABGGTB
RAB8A,RABGGTB
RABIF,ITGA3
RABIF,RAB3A
ACTA1,RAC1
ACTB,RAC1
AKT1,RAC1
ARHGDIA,RAC1
RAC1,ARHGDIB
RAC1,ARHGDIG
CASP3,RAC1
CASP7,RAC1
CAV1,RAC1
RAC1,CHN1
RAC1,CYBA
RAC1,DIAPH1
DOCK1,RAC1
RAC1,DOCK2
DVL1,RAC1
DVL2,RAC1
RAC1,EIF2AK2
FLNA,RAC1
RAC1,FMNL1
RAC1,IFNGR1
RAC1,IL1RAP
RAC1,KTN1
RAC1,MAP3K11
RAC1,MAP3K4
NCF1C,RAC1
RAC1,NCF2
NCK1,RAC1
RAC1,NOS2A
RAC1,OCRL
RAC1,OPHN1
PAK1,RAC1
PAK2,RAC1
RAC1,PARK2
PIK3R1,RAC1
RAC1,PIP5K2A
PKN1,RAC1
RAC1,PLD1
RAC1,PLXNB1
PRKCA,RAC1
RAC1,PRKCI
ACTB,RAC2
ARHGDIA,RAC2
RAC2,ARHGDIB
CDC42,RAC2
RAC2,DOCK2
GDI1,RAC2
RAC2,NCF2
RAC2,NOS2A
SMAD1,RAC2
SMAD4,RAC2
AR,RAC3
ABL1,RAD9A
AR,RAD9A
ATM,RAD9A
BCL2,RAD9A
BCL2L1,RAD9A
HDAC1,RAD9A
RAD9A,HUS1
PCNA,RAD9A
RAD9A,RAD1
ATM,RAD17
ATR,RAD17
HUS1,RAD17
MCM7,RAD17
NHP2L1,RAD17
PCNA,RAD17
POLE,RAD17
RAD1,RAD17
RAD9A,RAD17
CASP3,RAD21
NUMA1,RAD21
ATXN3,RAD23A
EP300,RAD23A
EWSR1,RAD23A
MPG,RAD23A
PDE6D,RAD23A
PSMD4,RAD23A
ATXN3,RAD23B
RAD23B,CETN2
MPG,RAD23B
PSMD4,RAD23B
ABL1,RAD51
ATM,RAD51
RAD51,ATRX
RAD51,BLM
BRCA1,RAD51
BRCA2,RAD51
CASP3,RAD51
CASP7,RAD51
CHD3,RAD51
RAD51,CHEK1
E2F1,RAD51
E2F4,RAD51
RAD51,ERCC2
RAD51,FANCD2
RAD51,IRS1
BRCA1,RAD51L1
H1F0,RAD51L1
RAD51L1,HIST1H1A
RAD51L1,RAD51C
CCNB1,RAGE
JUN,RAGE
MYC,RAGE
BLM,RAD51L3
RAD51C,RAD51L3
RAD51L1,RAD51L3
ABL1,RAD52
ERCC2,RAD52
ERCC3,RAD52
ERCC4,RAD52
MCM2,RAD52
MCM3,RAD52
RAD51,RAD52
RAF1,ADCY6
RAF1,AGTR1
AKT1,RAF1
AR,RAF1
RAF1,ARRB2
BAD,RAF1
RAF1,BAG1
BCL2,RAF1
RAF1,BRAF
CDC25A,RAF1
RAF1,CDC25B
RAF1,CPS1
RAF1,DMPK
RAF1,EFEMP1
FYN,RAF1
RAF1,GNB2
RAF1,GNG4
RAF1,GRB10
HRAS,RAF1
RAF1,HSP90AA1
RAF1,IL2RB
INSR,RAF1
JAK1,RAF1
RAF1,JAK2
KRAS,RAF1
KRT18,RAF1
KRT19,RAF1
RAF1,KRT8
LCK,RAF1
MAP2K1,RAF1
RAF1,MAP2K2
MAP3K1,RAF1
MAP3K5,RAF1
MAPK1,RAF1
MAPK3,RAF1
RAF1,MAPK7
RAF1,MYC
NR3C1,RAF1
NRAS,RAF1
PAK1,RAF1
RAF1,PAK3
RAF1,PDGFRB
RAF1,PEBP1
RAF1,PHB
RAF1,PIN1
RAF1,PKM2
RAF1,PPP1CC
RAF1,PPP2R2A
RAF1,PPP2R2B
RAF1,PPP2R2C
RAF1,PRKAA1
RAF1,PRKACA
RAF1,PRKCA
PRKCD,RAF1
PRKCE,RAF1
PRKCZ,RAF1
RAF1,PRKG1
RAF1,TSC22D3
HMGB1,RAG1
HMGB2,RAG1
KPNA1,RAG1
KPNA2,RAG1
RAG1,RAG2
RANBP5,RAG2
RALA,ARF1
RALA,CALM1
CALM3,RALA
FLNA,RALA
RALA,PLD1
IL22,IL22RA1
STAT1,IL22RA1
CALM1,RALB
RALB,CALM2
CALM3,RALB
RALGDS,ARRB1
RALGDS,ARRB2
HRAS,RALGDS
KRAS,RALGDS
MAPK3,RALGDS
RALGDS,MLLT4
NRAS,RALGDS
PDPK1,RALGDS
ABL1,RAN
AR,RAN
RAN,BMPR1B
RAN,CDKN1B
RAN,CSE1L
RAN,EIF1AX
RAN,KPNA3
RAN,KPNA5
RAN,KPNB1
LCK,RAN
RAN,MBP
RAN,NEFL
RAN,PTMA
RANBP5,RAN
RAN,RCC1
SMAD1,RAN
SMAD2,RAN
RAN,TNPO1
RAN,RANBP1
RCC1,RANBP1
KPNB1,RANBP2
MDM2,RANBP2
NUP88,RANBP2
NUP98,RANBP2
RANBP2,OPN1MW
RAN,RANBP2
RANBP5,RANBP2
TNPO1,RANBP2
RAN,RANGAP1
RANGAP1,RANBP2
RAP1A,BIN1
RAP1A,BMX
RAP1A,BRAF
FAS,RAP1A
RAP1A,HDAC1
RAP1A,HSPA1A
RAP1A,KRIT1
RAP1A,MLLT4
RAP1A,NTRK1
RAP1A,PDE6D
RAP1A,PRKACA
RAP1A,RAF1
RAP1A,RALGDS
RAP1A,RAPGEF1
DGKA,IL21
IL21R,IL21
PARP1,RAP1B
PRKACA,RAP1B
RAPGEF1,RAP1B
RGL2,RAP1B
CARD8,ICEBERG
BRAF,RAP1GAP
CDC2,RAP1GAP
GNAZ,RAP1GAP
MLLT4,RAP1GAP
PFN2,RAP1GAP
PRKACA,RAP1GAP
RALGDS,RAP1GAP
RAP1GAP,RAP1B
HRAS,RAP1GDS1
KRAS,RAP1GDS1
NRAS,RAP1GDS1
RAC1,RAP1GDS1
RAP1A,RAP1GDS1
RHOA,RAP1GDS1
ACVR1,RAP2A
BMPR1B,RAP2A
RAP2A,FNTA
GRIN1,RAP2A
GRIN2D,RAP2A
MLLT4,RAP2A
RAF1,RAP2A
RALGDS,RAP2A
SMAD1,RAP2A
RAP2B,PDE6D
RALGDS,RAP2B
RAPSN,CHRNB1
RAPSN,DAG1
GRB2,RAPSN
RAPSN,MUSK
SMAD1,RAPSN
RARA,BAG1
RARA,BTG1
RARA,CCND3
RARA,CDK7
RARA,CDKN2A
RARA,ESR1
RARA,GATA2
RARA,GRB2
RARA,KLF5
RARA,LCK
RARA,MAP3K3
RARA,MBD1
RARA,MDM2
RARA,NPAS2
PARP1,RARA
RARA,PML
RARA,POU2F1
RARA,PPARBP
RARA,PRKCA
RARA,PRMT2
DNMT1,RARB
DNMT3A,RARB
DNMT3B,RARB
HDAC1,RARB
DMPK,RARG
RARS,EPRS
RARS,MARS
RARS,NFKB2
RARS,NFKBIE
RARS,QARS
ABL1,RASA1
RASA1,ALK
RASA1,ANXA6
RASA1,ARHGAP1
RASA1,ARHGAP5
RASA1,BCR
RASA1,BIRC5
CASP3,RASA1
RASA1,CASP7
RASA1,CAV2
RASA1,CD5
RASA1,CSF1R
RASA1,CSK
RASA1,DOK1
EGFR,RASA1
RASA1,EPHA2
EPHB2,RASA1
RASA1,EPHB3
RASA1,FES
GRB2,RASA1
RASA1,HCK
HD,RASA1
HRAS,RASA1
RASA1,HSPD1
IGF1R,RASA1
INSR,RASA1
RASA1,KDR
KIT,RASA1
LCK,RASA1
RASA1,LYN
RASA1,MTTP
NCK1,RASA1
RASA1,NRAS
RASA1,NTRK1
RASA1,PDE6D
RASA1,PDGFRB
PIK3R1,RASA1
PTK2B,RASA1
RASA1,PTPRC
RASA1,PXN
RASA1,RAB5A
RASA1,RAP1A
GNA12,RASA2
RASGRF1,PRKACA
RASGRF1,RAC1
RASGRF1,RHOA
ABL1,RB1
RB1,AHR
AR,RB1
RB1,ATF2
RB1,BAG1
RB1,BGLAP
RB1,BIRC5
BRCA1,RB1
RB1,BRF1
RB1,CASP10
RB1,CASP2
RB1,CASP3
RB1,CASP6
RB1,CASP7
CASP8,RB1
RB1,CASP9
RB1,CCNA2
RB1,CCND1
RB1,CCND2
RB1,CCNT2
RB1,CDC2
RB1,CDK2
RB1,CDK4
RB1,CDK6
RB1,CDK9
RB1,CDKN1A
RB1,CEBPA
RB1,CEBPB
RB1,CEBPD
